user_id,sorted_genres
A1WQ0CN47LVKLF,"['dramas  plays', 'antiques  collectibles', 'music', 'arts & photography', 'crafts, hobbies  home', 'arts  photography', 'literature  fiction']"
A1WU7LBR88M75D,"['gardening  landscape design', 'home improvement  design', 'crafts, hobbies  home', 'literature  fiction']"
A1WUAGN393FFZW,"['memoirs', 'teen & young adult', 'biographies & memoirs', 'growing up  facts of life', ""children's books"", 'literature & fiction']"
A1X062W91976D2,"['memoirs', 'growing up & facts of life', 'biographies  memoirs', ""children's books"", 'genre fiction', 'literature  fiction']"
A1X0SXNA67XV4W,"['radio', 'finance', 'humor & entertainment', 'classics', 'science fiction & fantasy', 'fantasy', 'business  money', 'literature & fiction']"
A1X10DLE461EX8,"['psychology & counseling', 'networking  cloud computing', 'writing, research  publishing guides', 'medicine', 'new, used & rental textbooks', 'health, fitness & dieting', 'medical books', 'relationships', 'humanities', 'reference', 'computers  technology', 'self-help', 'genre fiction', 'literature & fiction', 'literature  fiction']"
A1X1RZ4TN4RN75,"['growing up  facts of life', 'animals', 'crafts  hobbies', ""children's books"", 'crafts, hobbies  home']"
A1X2RR3WJNS3F,"['christian denominations & sects', 'exercise & fitness', 'software', 'occult  paranormal', 'personal transformation', 'music', 'health, fitness & dieting', 'arts  literature', 'arts & photography', 'religion  spirituality', 'computers  technology', 'christian books & bibles', 'self-help', 'arts  photography', 'biographies  memoirs']"
A1X3QYFI7AAL88,"['business culture', 'business  money', 'genre fiction', 'literature  fiction']"
A1X888LWVA337J,"['personal transformation', 'humor  satire', 'self-help', 'alternative medicine', 'health, fitness  dieting', 'mystery', 'mystery, thriller  suspense', 'literature  fiction']"
A1XJR8T715CSE1,"['europe', 'action  adventure', 'americas', 'history', ""children's books""]"
A1XLTCWAZLUO2R,"['photography  video', 'growing up & facts of life', 'arts  photography', ""children's books"", 'literature & fiction', 'genre fiction']"
A1XMAE4VTY2R3E,"['writing, research  publishing guides', 'thrillers & suspense', 'fantasy', 'science fiction  fantasy', 'science fiction', 'historical', 'reference', 'mystery, thriller & suspense', 'romance']"
A1XMUOTUET9TOV,"['diets & weight loss', 'classics', 'short stories  anthologies', 'world literature', 'new, used & rental textbooks', 'health, fitness & dieting', 'history  criticism', 'humanities', 'literature  fiction', 'united states']"
A1XSS6Z4EJY4OD,"['other media', 'exercise  fitness', 'mathematics', 'science & math', 'programming', 'computers  technology', 'health, fitness  dieting', 'arts  photography']"
A1XWMRORNEC0IY,"['dramas  plays', 'arts  literature', 'teen  young adult', 'biographies  memoirs', 'literature  fiction']"
A1Y3H3FF08ZTSB,"['atheism', 'bible study & reference', 'world', 'religion  spirituality', 'christian books & bibles', 'history']"
A1Y46VMS7N0A4K,"['psychology', 'action  adventure', 'medical books', 'literature  fiction']"
A1Y62VPJOHNC92,"['erotica', ""women's fiction"", 'teen  young adult', 'genre fiction', 'mystery, thriller  suspense', 'literature & fiction', 'literature  fiction', 'mystery', 'thrillers  suspense', 'science fiction  fantasy']"
A1Y9W7I2OVH97J,"['medicine  health sciences', 'new, used  rental textbooks']"
A1YD572X17DK16,"['united states', 'literature  fiction']"
A1YFNRLTZJFQZK,"['new experiences', 'social & family issues', 'new age', 'writing, research & publishing guides', 'paranormal', 'activities, crafts  games', 'new adult  college', 'fantasy', 'romantic suspense', 'science fiction & fantasy', 'romance', 'reference', 'teen & young adult', 'teen  young adult', 'erotica', 'science fiction  fantasy', 'management  leadership', 'contemporary', 'mystery', 'historical', ""women's fiction"", 'mystery, thriller  suspense', 'self-help', 'business  money', 'genre fiction', 'literature & fiction', 'literature  fiction', 'united states', ""children's books"", 'thrillers  suspense']"
A1YKAKI439OX9P,"['leaders  notable people', 'teen  young adult', 'biographies  memoirs', 'genre fiction', 'literature  fiction']"
A1YSHC1J3MY0W6,"['specific groups', 'history  criticism', 'relationships', 'biographies & memoirs', 'self-help', 'arts  photography', 'genre fiction', 'literature  fiction']"
A1Z9PVESRHEED5,"['diseases  physical ailments', 'arts, music  photography', 'schools  teaching', 'education  teaching', 'growing up  facts of life', 'health, fitness  dieting', 'fantasy', ""children's books"", 'science fiction  fantasy']"
A1ZGQLJW13LFL8,"['relationships', 'christian living', 'christian books & bibles', 'self-help', 'christian books  bibles']"
A1ZZEILJXPFKIG,"['main courses  side dishes', 'special diet', 'cookbooks, food  wine']"
A2006O8MADY57C,"['worship & devotion', 'transportation', 'engineering  transportation', 'religion & spirituality', 'americas', 'history']"
A200VIZ908IAC2,"['psychology  counseling', 'humor & entertainment', 'writing, research  publishing guides', 'humor', 'science fiction', 'historical', 'reference', ""women's fiction"", 'health, fitness  dieting', 'science fiction  fantasy', 'genre fiction', 'biographies  memoirs', 'literature  fiction']"
A201I5AR2S0W3,"['vegetarian  vegan', 'nutrition', 'arts, music & photography', 'home improvement  design', 'cookbooks, food  wine', 'teen  young adult', 'health, fitness  dieting', 'crafts, hobbies  home', ""children's books"", 'literature  fiction']"
A209R68OP9TLJW,"['mountaineering', 'medicine & health sciences', 'sports & outdoors', 'graphic design', 'new, used & rental textbooks', 'arts  photography']"
A20GT59F4ZZHS2,"['manga', 'teen  young adult', 'comics  graphic novels', 'literature  fiction']"
A20L2MBDMHPJ9O,"['arts, music  photography', 'antiques  collectibles', 'worship  devotion', 'poetry', 'arts  literature', 'music', 'religion  spirituality', 'crafts, hobbies  home', 'arts  photography', 'biographies  memoirs', ""children's books"", 'literature  fiction']"
A213YFL3NCBSSL,"['ancient  medieval literature', 'arts', 'calendars', 'diets & weight loss', 'catholicism', 'psychology  counseling', 'specific groups', 'growing up & facts of life', 'medicine  health sciences', 'new age  spirituality', 'medicine', 'new, used & rental textbooks', 'health, fitness & dieting', 'arts  literature', 'history  criticism', 'medical books', 'social sciences', 'health, fitness  dieting', 'religion  spirituality', 'biographies  memoirs', 'thrillers & suspense', 'christian books & bibles', 'new, used  rental textbooks', 'mystery, thriller & suspense', ""children's books"", 'literature  fiction']"
A21FL5TUNUEYUO,"['investing', 'finance', 'economics', 'mathematics', 'writing, research & publishing guides', 'personal finance', 'business  money', 'science & math', 'business & money', 'bible study & reference', 'business culture', 'world literature', 'new age  spirituality', 'reference', 'bible study  reference', 'politics  government', 'religion  spirituality', 'thrillers & suspense', 'politics  social sciences', 'christian books & bibles', 'mystery, thriller & suspense', 'christian books  bibles', 'literature  fiction']"
A21GT77XROOV97,"['world literature', 'music', 'science fiction & fantasy', 'fantasy', 'arts  photography', 'genre fiction', 'literature  fiction', 'literature & fiction']"
A21KMGPZDHIRD3,"['historical', 'romance', 'genre fiction', 'literature  fiction']"
A21MXPIEO7LJUL,"['united states', 'literature & fiction', 'genre fiction', 'literature  fiction']"
A21US1SVE0IJON,"[""men's health"", 'antiques & collectibles', 'western', 'cooking methods', 'home improvement & design', 'baking', 'writing, research & publishing guides', 'relationships', 'alternative medicine', 'special diet', 'photography  video', 'crafts, hobbies & home', 'health, fitness  dieting', 'poetry', 'cookbooks, food & wine', 'self-help', 'cookbooks, food  wine', 'reference', 'action  adventure', 'arts  photography', 'romance', 'contemporary', 'literature & fiction', 'literature  fiction']"
A21XD63BMTFJ5Z,"['addiction & recovery', 'marketing  sales', 'parenting', 'parenting  relationships', 'health, fitness & dieting', 'alternative medicine', 'business  money', 'health, fitness  dieting', 'literature & fiction', 'genre fiction']"
A21Y8WGHUMXGY0,"['legal self-help', 'spiritual', 'law', 'personal transformation', 'self-help']"
A2227KA3DAIPRZ,"['individual sports', 'sports & outdoors', 'exercise  fitness', 'networking  cloud computing', 'sports  outdoors', 'computers  technology', 'science fiction & fantasy', 'health, fitness  dieting', 'science fiction']"
A222ULNB1A0VE9,"['short stories & anthologies', 'leaders  notable people', 'biographies  memoirs', 'thrillers  suspense', 'mystery, thriller  suspense', 'literature & fiction']"
A2274QMY383BNO,"['dramas & plays', 'americas', 'contemporary', 'history', 'literature & fiction', 'genre fiction', 'literature  fiction']"
A22DV86ZVSVL8I,"['lgbt', 'biographies & memoirs', 'historical', 'romance', 'genre fiction', 'literature  fiction']"
A22GQFHCGYQMJU,"['comic strips', 'comics & graphic novels', 'graphic novels', 'comics  graphic novels', 'humor', 'humor  entertainment']"
A22K80YII9K0ES,"['biographies', 'movies', 'arts  literature', 'sports  outdoors', 'music', 'humor  entertainment', 'biographies  memoirs', 'christian living', 'arts  photography', 'christian books  bibles']"
A22PMSZFNJMQTD,"['hypnosis', 'military', 'new, used & rental textbooks', 'social sciences', 'self-help', 'history']"
A22VDDXBP99A75,"[""children's books"", 'science fiction  fantasy', 'literature  fiction']"
A22X65JQLSX6TL,"['parenting', 'parenting  relationships', 'medicine', 'medical books', 'alternative medicine', 'politics  government', 'politics  social sciences', 'health, fitness  dieting']"
A22ZMS3RLB6YPJ,"['safety  first aid', 'russia', 'engineering', 'medicine & health sciences', 'politics  government', 'home improvement & design', 'engineering  transportation', 'politics  social sciences', 'engineering & transportation', 'politics & social sciences', 'politics & government', 'humanities', 'europe', 'military', 'medicine', 'new, used & rental textbooks', 'medical books', 'crafts, hobbies & home', 'social sciences', 'new, used  rental textbooks', 'history', 'health, fitness  dieting', 'science fiction', 'thrillers  suspense', 'science fiction  fantasy', 'mystery, thriller  suspense']"
A234YLAS2MYYWA,"['pets  animal care', 'humor & entertainment', 'action & adventure', 'romantic suspense', 'humor', 'mystery, thriller & suspense', 'europe', 'thrillers  suspense', 'mystery', 'travel', 'mystery, thriller  suspense', 'genre fiction', 'humor  entertainment', 'historical', 'action  adventure', 'literature & fiction', 'growing up  facts of life', 'thrillers & suspense', 'literature  fiction', 'crafts, hobbies  home', 'romance', ""children's books"", 'contemporary']"
A238D4DE0G69FI,"['psychology', 'psychology  counseling', 'motivational', 'medical books', 'health, fitness  dieting', 'self-help']"
A238ZYUBM5MDCW,"['specific groups', 'home improvement  design', 'humor', 'humor  entertainment', 'crafts, hobbies  home', 'christian living', 'biographies  memoirs', 'christian books  bibles']"
A23C6QKRAD06J5,"['administration  medicine economics', 'writing, research & publishing guides', 'medical books', 'humanities', 'reference', 'new, used  rental textbooks']"
A23EDU10K0LALL,"['anthologies', 'new adult  college', 'romantic suspense', 'contemporary', 'romance', 'diets  weight loss', 'literary', 'thrillers & suspense', 'mystery, thriller & suspense', 'science fiction & fantasy', 'health, fitness  dieting', 'fantasy', 'literature & fiction', 'mystery', 'genre fiction', 'mystery, thriller  suspense', 'literature  fiction']"
A23FCXOV7O8F2M,"['networking  cloud computing', 'humanities', 'computers  technology', 'americas', 'new, used  rental textbooks', 'history']"
A23RS7PI3VHYT6,"['ministry  evangelism', 'churches  church leadership', 'bible study  reference', 'christian books  bibles']"
A23TI40ONULZ8G,"['constitutional law', 'law', 'americas', 'military', 'history', 'biographies  memoirs', 'genre fiction', 'literature  fiction']"
A23XBU94XTMZEW,"['arts, music  photography', 'lesbian, gay, bisexual  transgender books', 'motivational', 'fantasy', 'science fiction & fantasy', 'growing up  facts of life', ""children's books"", 'self-help', 'mystery, thriller  suspense', 'literature & fiction', 'literature  fiction', 'contemporary', 'mystery', 'thrillers  suspense', 'science fiction  fantasy', 'genre fiction']"
A23YHFEEJTG5O3,"['horror', 'time travel', 'true crime', 'erotica', 'romantic suspense', 'fantasy', 'historical', 'world literature', 'romance', 'science fiction  fantasy', 'paranormal', 'contemporary', 'teen & young adult', 'literary', 'new, used & rental textbooks', 'genre fiction', 'thrillers & suspense', 'teen  young adult', 'literature & fiction', 'christian books & bibles', 'mystery, thriller & suspense', 'biographies & memoirs', 'humanities', 'science fiction', 'literature  fiction', 'united states', 'thrillers  suspense', 'biographies  memoirs', 'mystery, thriller  suspense', 'mystery']"
A24D2I5PDJQUD5,"['judaism', 'religion & spirituality', 'social sciences', 'new, used  rental textbooks', 'mystery', 'mystery, thriller  suspense']"
A24FMYWPYOVYBE,"['paranormal', 'science fiction & fantasy', 'fantasy', 'united states', 'romance', 'literature  fiction']"
A24HGDSBVC6ILX,"['world', 'humanities', 'new, used  rental textbooks', 'history', 'thrillers  suspense', 'mystery, thriller  suspense']"
A24J0AAROORZWD,"['romantic suspense', 'science fiction & fantasy', 'fantasy', 'romance']"
A24JPCWI60EP5R,"['americas', 'music', 'history', 'arts  photography']"
A24ODSE65PU5YS,"['judaism', 'religion & spirituality', 'new, used & rental textbooks', 'humanities', 'teen  young adult', 'literature  fiction']"
A24WD5HMM2H9TJ,"['gardening  landscape design', 'history & criticism', 'graphic design', 'fantasy', 'military', 'science fiction & fantasy', 'science fiction  fantasy', 'arts & photography', 'science fiction', 'genre fiction', 'literature & fiction', 'crafts, hobbies  home', 'arts  photography', 'history', 'literature  fiction']"
A24ZC4D3M0PFO,"['europe', 'travel', 'mystery', 'mystery, thriller & suspense', 'fantasy', 'science fiction  fantasy', 'science fiction', 'mystery, thriller  suspense', 'genre fiction', 'literature  fiction']"
A24ZEPZYY4D3VO,"['literary', 'contemporary', 'literature & fiction', 'literature  fiction']"
A25C2HHODF4BHG,"['agricultural sciences', 'mental health', 'photography & video', 'mathematics', 'medicine  health sciences', 'diets  weight loss', 'science & math', 'photography  video', 'home improvement  design', 'medicine', 'medical books', 'arts & photography', 'social sciences', 'science  math', 'new, used  rental textbooks', 'health, fitness  dieting', 'americas', 'politics  social sciences', 'crafts, hobbies  home', 'arts  photography', 'history']"
A25ETU2H30SLIO,"['churches  church leadership', 'memoirs', 'arts  literature', 'relationships', 'christian living', 'biographies  memoirs', 'christian books & bibles', 'self-help', 'christian books  bibles']"
A25IVXAZYKG978,"['politics & government', 'politics & social sciences', 'americas', 'history', 'genre fiction', 'literature  fiction']"
A25MFFKQVKYXEM,"['ancient  medieval literature', 'growing up & facts of life', 'teen  young adult', 'science fiction & fantasy', ""children's books"", 'literature  fiction']"
A25S4Q7KSTEW02,"['publishing & books', 'authorship', 'sociology', 'writing, research & publishing guides', 'politics  government', 'politics  social sciences', 'arts  literature', 'history  criticism', 'social sciences', 'world', 'reference', 'thrillers & suspense', 'new, used  rental textbooks', 'mystery, thriller & suspense', 'biographies  memoirs', 'history', 'genre fiction', 'literature & fiction', 'literature  fiction']"
A25ZR2PL0J0AFW,"['motivational', 'schools  teaching', 'engineering', 'education  teaching', 'engineering  transportation', 'self-help', 'united states', 'literature & fiction']"
A264POUJ0MR8AL,"['movies', 'humor & entertainment', 'arts  literature', 'biographies  memoirs', 'genre fiction', 'literature  fiction']"
A26615TY1L2LMD,"['thrillers & suspense', 'writing, research & publishing guides', 'specific groups', 'mystery, thriller & suspense', 'thrillers  suspense', 'literary', 'mystery, thriller  suspense', 'humanities', 'reference', 'action  adventure', 'science fiction & fantasy', 'new, used  rental textbooks', 'fantasy', 'biographies  memoirs', 'literature  fiction', 'mystery', 'genre fiction']"
A2680VUZHVTHYE,"['humor', 'humor  entertainment', 'growing up  facts of life', ""children's books""]"
A2690TMEZ6HMMA,"['dictionaries  thesauruses', 'activities, crafts  games', 'reference', ""children's books""]"
A26AL02F1C6SPI,"['anthologies', 'paranormal', 'erotica', 'romance', 'military', 'science fiction & fantasy', 'fantasy', 'united states', 'literature  fiction', 'contemporary', 'genre fiction']"
A26DGBREX7QV37,"['bibles', 'christian books  bibles', 'science fiction', 'mystery', 'science fiction  fantasy', 'mystery, thriller  suspense', 'literature  fiction']"
A26F28H3LZQ3Y6,"['music', 'mystery', 'fantasy', 'arts  photography', 'mystery, thriller & suspense', 'contemporary', 'science fiction  fantasy', 'mystery, thriller  suspense', 'genre fiction', 'literature  fiction']"
A26TOXKIFNMSDL,"['miscellaneous', 'sports  outdoors', 'leaders  notable people', 'mystery', 'mystery, thriller  suspense', 'americas', 'biographies  memoirs', 'history', 'genre fiction', 'literature  fiction']"
A26UB53PO98PDL,"['historical fiction', 'dramas & plays', 'ministry  evangelism', 'bible study & reference', 'bible study  reference', 'teen & young adult', 'new, used & rental textbooks', 'christian books  bibles', 'humanities', 'christian living', 'christian books & bibles', 'literature & fiction']"
A270T7IWA8SAMQ,"['geography  cultures', 'education  reference', 'schools & teaching', 'education & teaching', 'crafts & hobbies', 'special diet', 'crafts, hobbies & home', 'humor', 'humor  entertainment', 'cookbooks, food  wine', ""children's books""]"
A271FTW94LBBG1,"['mystery, thriller & suspense', 'mystery']"
A27BUDOQT86QNU,"['foreign language study  reference', 'crafts & hobbies', 'cooking by ingredient', 'diets  weight loss', 'special diet', 'crafts, hobbies & home', 'animals', 'cookbooks, food  wine', 'crafts  hobbies', 'health, fitness  dieting', 'christian living', 'reference', 'religion  spirituality', 'growing up  facts of life', 'teen  young adult', 'christian books & bibles', 'crafts, hobbies  home', ""children's books"", 'christian books  bibles']"
A27DGQ56ZYNCH9,"['personal finance', 'new age & spirituality', 'pets  animal care', 'religion & spirituality', 'world', 'americas', 'history', 'crafts, hobbies  home', 'business  money']"
A27HQQDKMYPQQ0,"['schools & teaching', 'education & teaching', 'schools  teaching', 'social sciences', 'education  teaching', 'medicine  health sciences', 'politics  social sciences', 'new, used  rental textbooks', 'genre fiction', 'literature  fiction']"
A27JH0WDC785GM,"['united states', 'literature & fiction']"
A27JLMRY52QZPG,"['politics & government', 'politics & social sciences', 'politics  government', 'politics  social sciences']"
A27KG6LYTPBV89,"['thrillers  suspense', 'mystery, thriller  suspense', 'genre fiction', 'literature  fiction']"
A27PIZA0X269UJ,"['education & reference', 'geography  cultures', 'early learning', 'education  reference', ""children's books""]"
A27SJKQN1VGP8B,"['geography  cultures', 'growing up & facts of life', ""children's books"", 'literature  fiction']"
A27UGHQR6R1B9E,"['automotive', 'action & adventure', 'engineering  transportation', 'teen & young adult', 'literature & fiction']"
A27UTK5QDTLFIE,"['mythology  folk tales', 'occult & paranormal', 'education & reference', 'exercise  fitness', 'teen & young adult', 'religion & spirituality', 'health, fitness  dieting', 'literature  fiction']"
A27Y2DPA6F5KRA,"['anthologies', 'contemporary', 'romantic comedy', 'fairy tales, folk tales  myths', 'romance', 'multicultural', 'erotica', 'romantic suspense', ""women's fiction"", 'short stories  anthologies', 'classics', 'action & adventure', 'military', 'teen & young adult', 'united states', 'literature  fiction', 'literature & fiction', 'action  adventure', 'science fiction & fantasy', 'genre fiction', ""children's books""]"
A281MYMP32TXIA,"['astronomy  space science', 'physics', 'death  grief', 'dramas & plays', 'performing arts', 'philosophy', 'psychology  counseling', 'science & math', 'politics & social sciences', 'arts & photography', 'science  math', 'thrillers & suspense', 'health, fitness  dieting', 'self-help', 'mystery, thriller & suspense', 'literature & fiction']"
A2850ELCYGQRNK,"['romance', 'contemporary', 'historical', 'science fiction & fantasy', 'teen  young adult', ""children's books""]"
A28D7NYCS8D88F,"['dreams', 'death  grief', 'catholicism', 'theology', 'medicine  health sciences', 'specific groups', 'medicine', 'professionals  academics', 'classics', 'medical books', 'new, used  rental textbooks', 'literary', 'self-help', 'relationships', 'social sciences', 'world', 'biographies  memoirs', 'genre fiction', 'christian books  bibles', 'literature  fiction', 'united states', 'literature & fiction', 'history']"
A28LFDHOFOLELP,"['judaism', 'religion & spirituality', 'bible study  reference', 'christian books  bibles']"
A28O9D86V1Z5OC,"['action  adventure', 'thrillers  suspense', 'mystery, thriller  suspense', 'literature & fiction', 'genre fiction', 'literature  fiction']"
A28WLB7S6QVZCS,"['music', 'arts  photography', 'literature & fiction']"
A28Y31P10KQ0X4,"['humanities', 'politics  government', 'historical', 'politics  social sciences', 'new, used  rental textbooks', 'biographies  memoirs']"
A28YYH776SM52O,"['death  grief', 'job hunting  careers', 'sociology', 'dramas  plays', 'asia', 'specific groups', 'lesbian, gay, bisexual  transgender books', 'leaders  notable people', 'world', 'history', ""women's fiction"", 'biographies  memoirs', 'teen  young adult', 'politics  social sciences', 'self-help', 'business  money', 'literature  fiction', ""children's books"", 'literature & fiction', 'genre fiction']"
A29BS2WVTNVF1J,"['romantic comedy', 'humor  satire', 'literary', 'new, used & rental textbooks', ""women's fiction"", 'humanities', 'christian living', 'action  adventure', 'americas', 'christian books & bibles', 'christian books  bibles', 'literature  fiction', 'literature & fiction', 'history', 'romance', ""children's books"", 'genre fiction']"
A29E816602FRMQ,"['gothic', 'multicultural', 'growing up & facts of life', 'literary', 'new, used & rental textbooks', ""women's fiction"", 'science fiction & fantasy', 'paranormal', 'teen  young adult', 'romance', 'humanities', 'science fiction', 'contemporary', 'fantasy', 'science fiction  fantasy', ""children's books"", 'literature  fiction', 'literature & fiction']"
A29G2SWPGMXHK0,"['science  mathematics', 'baking', 'writing, research & publishing guides', 'reference', 'cookbooks, food  wine', 'new, used  rental textbooks']"
A29HJVCSX7FYA,"['religions', 'world literature', 'graphic novels', 'comics  graphic novels', 'music', 'arts  photography', ""children's books"", 'literature  fiction']"
A29LJO4ZJ6ROAZ,"['main courses  side dishes', 'gardening  landscape design', 'gardening & landscape design', 'diseases  physical ailments', 'asia', 'management & leadership', 'psychology  counseling', 'health, fitness  dieting', 'alternative medicine', 'medicine', 'crafts, hobbies  home', 'history  criticism', 'medical books', 'crafts, hobbies & home', 'business & money', 'travel', ""women's fiction"", 'cookbooks, food  wine', 'literature  fiction']"
A29Q1TYG7JLOI5,"['puzzles & games', 'mental health', 'humor & entertainment', 'health, fitness & dieting', 'alternative medicine', 'health, fitness  dieting']"
A29S5XC2KL4ZA0,"['vegetarian  vegan', 'personal transformation', 'occult  paranormal', 'motivational', 'self-help', 'religion  spirituality', 'cookbooks, food  wine', 'growing up  facts of life', ""children's books""]"
A29VABY4Q9TQ9B,"['cooking methods', 'occult  paranormal', 'business culture', 'religion  spirituality', 'cookbooks, food  wine', 'business  money']"
A29YDHDLOO5A4W,"['churches & church leadership', 'ministry  evangelism', 'churches  church leadership', 'politics & government', 'politics & social sciences', 'christian books  bibles', 'christian books & bibles', 'christian living']"
A2A5QC0OUM8JED,"['arts  literature', 'biographies  memoirs', 'genre fiction', 'literature  fiction']"
A2A8B3RW7IRXL3,"['arts & literature', 'biographies & memoirs', 'thrillers & suspense', 'mystery, thriller & suspense', 'mystery', 'mystery, thriller  suspense']"
A2ACYR9NKICR8B,"['job hunting  careers', 'poetry', 'management  leadership', 'business  money', 'literature  fiction']"
A2AE8334U4TLHZ,"['history & criticism', 'poetry', 'specific groups', 'politics & government', 'europe', 'literary', 'new, used & rental textbooks', 'politics & social sciences', 'arts & photography', 'travel', 'humanities', 'genre fiction', 'literature & fiction', ""women's fiction"", 'contemporary', 'literature  fiction', 'mystery, thriller & suspense', 'biographies  memoirs', 'united states', 'history', 'mystery']"
A2AEJJHI6792U,"['history & criticism', 'memoirs', 'world literature', 'humor', 'humor  entertainment', ""women's fiction"", 'literature & fiction', 'science fiction', 'biographies  memoirs', 'science fiction  fantasy']"
A2AESKIBWL090K,"['historical', 'romance', 'united states', 'thrillers  suspense', 'contemporary', 'mystery, thriller  suspense', 'literature & fiction', 'genre fiction', 'literature  fiction']"
A2AO4HKRG6AGHP,"['mystery', 'mystery, thriller  suspense', 'thrillers  suspense']"
A2AY2PBOPNH1SM,"['studying & workbooks', 'graduate school', 'manga', 'test preparation', 'science  mathematics', 'comics  graphic novels', 'teen  young adult', 'education & teaching', 'comics & graphic novels', 'science fiction & fantasy', 'new, used  rental textbooks', 'literature  fiction', 'fantasy', 'science fiction  fantasy', 'genre fiction', ""children's books"", 'literature & fiction']"
A2BGBL5C3VLX69,"['short stories & anthologies', 'literature & fiction', 'genre fiction', 'literature  fiction']"
A2BLUQFVQOFW6A,"['leaders  notable people', 'psychology  counseling', 'biographies & memoirs', 'biographies  memoirs', 'historical', 'health, fitness  dieting']"
A2C33CD3Z8UR2V,"['spies & politics', 'political', 'thrillers  suspense', 'thrillers & suspense', 'mystery, thriller  suspense', 'mystery, thriller & suspense']"
A2C76ZG89XBZIZ,"['job hunting & careers', 'worship  devotion', 'networking  cloud computing', 'photography  video', 'politics & government', 'new age  spirituality', 'politics & social sciences', 'religion  spirituality', 'business & money', 'computers  technology', 'arts  photography', 'genre fiction', 'literature  fiction']"
A2CBFKRVVIFYIE,"['action & adventure', 'literature & fiction', 'genre fiction']"
A2CGG83X93NR8C,"['poetry', 'social sciences', 'reference', 'politics  social sciences', 'literature  fiction']"
A2CIR4ZL9YLPGJ,"['bible study & reference', 'schools  teaching', 'education  teaching', 'new, used & rental textbooks', 'humanities', 'christian books & bibles']"
A2CKCF1UMSEI8U,"['cooking methods', 'marketing  sales', 'parenting  relationships', 'action  adventure', 'leaders  notable people', 'cookbooks, food  wine', 'business  money', 'biographies  memoirs', 'literature  fiction', 'genre fiction']"
A2CP048YLCZ8YH,"['addiction & recovery', 'specific groups', 'humor & entertainment', 'health, fitness & dieting', 'biographies & memoirs', 'humor', 'genre fiction', 'literature  fiction']"
A2CWTXEHL66MTT,"['industries', 'management & leadership', 'business & money', 'business  money']"
A2D5C7L4EG2JUO,"['experiments, instruments & measurement', 'puzzles  games', 'science & math', 'new age  spirituality', 'humor  entertainment', 'religion  spirituality']"
A2D7W1B29DP6RX,"['baking', 'regional  international', 'home improvement  design', 'cookbooks, food & wine', 'cookbooks, food  wine', 'crafts, hobbies  home']"
A2DCVS7IYLU00Y,"['history & criticism', 'poetry', 'historical', 'biographies  memoirs', 'literature & fiction', 'genre fiction', 'literature  fiction']"
A2DF62DP20RIXF,"['software', 'politics & social sciences', 'relationships', 'social sciences', 'computers  technology', 'self-help', 'genre fiction', 'literature  fiction']"
A2DHNR0APTMS28,"['ministry  evangelism', 'bibles', 'theology', 'bible study  reference', 'christian books  bibles', 'christian living']"
A2DLFYUL0OUJVG,"['arts  literature', 'leaders  notable people', 'biographies  memoirs', 'historical']"
A2DNMHBMMK54L7,"['growing up & facts of life', 'psychology  counseling', 'short stories  anthologies', 'teen & young adult', ""women's fiction"", 'science fiction & fantasy', 'teen  young adult', 'united states', 'humor', 'humor  entertainment', ""children's books"", 'growing up  facts of life', 'literature  fiction', 'health, fitness  dieting', 'contemporary', 'mystery', 'genre fiction', 'mystery, thriller  suspense', 'literature & fiction']"
A2DS0YV8R2GDV5,"['finance', 'marketing & sales', 'marketing  sales', 'home improvement  design', 'writing, research  publishing guides', 'business & money', 'business  money', 'reference', 'crafts, hobbies  home']"
A2DV33ZA12J3TJ,"['diets & weight loss', 'special diet', 'health, fitness & dieting', 'alternative medicine', 'cookbooks, food  wine', 'health, fitness  dieting']"
A2DVTONUKW2OQL,"['manga', 'teen  young adult', 'teen & young adult', 'comics  graphic novels', 'science fiction  fantasy', 'literature  fiction', 'literature & fiction']"
A2DXBWR8Y19Q7R,"['short stories & anthologies', 'poetry', 'literature & fiction', 'genre fiction', 'literature  fiction']"
A2E8VEBHV4I50E,"['dictionaries & thesauruses', 'transportation', 'history & criticism', 'engineering  transportation', 'new, used & rental textbooks', 'world', 'humanities', 'music', 'reference', 'arts  photography', 'history', 'literature & fiction']"
A2EAORFHCNOLHV,"['mythology  folk tales', 'new adult  college', 'paranormal', 'romance', ""women's fiction"", 'contemporary', 'literature & fiction', 'genre fiction', 'literature  fiction']"
A2EFT2ZLIVQ37,"['internet  social media', 'beverages & wine', 'job hunting & careers', 'activities, crafts & games', 'cooking methods', 'cookbooks, food & wine', 'cooking by ingredient', 'home improvement  design', 'alternative medicine', 'business & money', 'computers  technology', 'cookbooks, food  wine', 'americas', 'health, fitness  dieting', 'crafts, hobbies  home', 'history', ""children's books""]"
A2EICT18WT3DUM,"['programming languages', 'programming', 'computers  technology']"
A2EMOVZSGR4N0O,"['fantasy', 'contemporary', 'thrillers  suspense', 'science fiction  fantasy', 'romance', 'mystery, thriller  suspense']"
